web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,position,image
"1776113135-105","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Vanilla Oranges Live Resin Cart 1g","THC -","$35.00","","add to cart","New","Cartridge","by West Coast Cure","CBD 0mg","","","","$35.00","","add to cart","","",""
"1776113135-106","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Watermelon Mojito 1g CUREbar","THC 1000mg","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD -","","","","$40.00","","add to cart","","",""
"1776113135-107","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Purple Haze Liquid Diamonds Pod 1g","THC 16%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-108","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Stiiizy - PINEAPPLE RUNTZ 1G All-In-One","THC 21%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-109","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Purple Punch All In One 1g","THC 18%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fphotos%2Fproducts%2F000%2F603%2F028%2F3310794_3197647_AZ_AIO_I_FG_PurplePunch_3000x3000_01.png?dpr=2&h=115&fit=fillmax&s=a4eb43603519c86e950db87e84d142a5"
"1776113135-110","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Purple Punch pod 1g","THC 18%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fphotos%2Fproducts%2F000%2F202%2F319%2F3308824_1595761_AZ_OG_PURPLE_PUNCH_FG-1.png?dpr=2&h=115&fit=fillmax&s=73310ef8e51eb41354c6fea6471a172e"
"1776113135-111","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Birthday Cake AIO CUREbar 1G","THC -","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD 0mg","","","","$40.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FBirthday-Cake-AIO-CUREbar-1G-a144f8d3-5d24-4c59-bb88-256038fb74b5.avif?dpr=2&h=115&fit=fillmax&s=f93346a94591844d4f25f680923f20c6"
"1776113135-112","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Stiiizy - SKYWALKER OG 1G All-In-One","THC 1000mg","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2F3305876_1990786_AZ_SKYWALKER_OG_ALL-IN-ONE_1G_THC_PEN_1-3552bd9b-ddc9-48c9-850d-d18f5b42ce58.png?dpr=2&h=115&fit=fillmax&s=d997e1524f609ae0576ff010198b8578"
"1776113135-113","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Stiiizy - PINEAPPLE EXPRESS 1G All-In-One","THC 1000mg","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-114","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Banana Taffy 1g CUREbar AIO","THC 1000mg","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD -","","","","$40.00","","add to cart","","",""
"1776113135-115","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Blue Dream AIO CUREbar - 1G","THC 21%","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-116","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sour Diesel pod 1g","THC 19%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-117","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Stiiizy - SOUR TANGIE 1G All-In-One","THC 18%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-118","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Super Lemon Haze pod 1g","THC 19%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-119","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Stiiizy - STRAWBERRY COUGH 1G All-In-One","THC 19%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-120","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sour Diesel All In One 1g","THC 19%","$40.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-121","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Jack Herer AIO CUREbar 1G","THC 1000mg","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD -","","","","$40.00","","add to cart","","",""
"1776113135-122","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Dabilicious AIO CUREbar 1g","THC 1000mg","$40.00","","add to cart","New","Cartridge","by West Coast Cure","CBD -","","","","$40.00","","add to cart","","",""
"1776113135-123","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Rainbow Gelato Live Resin CUREbar - 1g","THC 21%","$45.00","","add to cart","New","Cartridge","by West Coast Cure","CBD 0mg","","","","$45.00","","add to cart","","",""
"1776113135-124","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Fruit Jelly's Live Resin CUREbar 1G","THC -","$45.00","","add to cart","New","Cartridge","by West Coast Cure","CBD 0mg","","","","$45.00","","add to cart","","",""
"1776113135-125","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","STRAWBERRY SHORTCAKE 1G LQD All-In-One","THC 16%","$45.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$45.00","","add to cart","","",""
"1776113135-126","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Vape Cartridge - STRAWBERRY SHORTCAKE 1G Live Resin Liquid Diamonds Pod","THC 16%","$45.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$45.00","","add to cart","","",""
"1776113135-127","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Vape Cartridge - STRAWBERRY SHORTCAKE 1G Live Resin Liquid Diamonds Pod","THC 16%","$45.00","","add to cart","New","Cartridge","by STIIIZY","CBD 0mg","","","","$45.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2F3315103_3214536_UNI_LRLD_I_FG_Strawberry-Shortcake_3000x3000_3-c4cd5d46-314c-4eb5-8974-f0b45c0e8753.png?dpr=2&h=115&fit=fillmax&s=6a97a55736625dd21eb86ab1756057fd"
"1776113135-128","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Kobe OG","THC 34.79%","$28.00","30% off","add to cart","Trending now","Hybrid flower","by Super Fresh Farms","CBD -","reg $40.00","","","$28.00","30% off","add to cart","reg $40.00","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FUntitled-design-9cd83632-b614-45d7-a1ac-16b2ab7fa6e1.png?dpr=2&h=115&fit=fillmax&s=a69cfae1c7f22e106ee26d22638e9597"
"1776113135-129","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Super Lemon Haze","THC 32.9%","$31.50","30% off","add to cart","Trending now","Sativa flower","by Super Fresh Farms","CBD -","reg $45.00","","","$31.50","30% off","add to cart","reg $45.00","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FSuper-Lemon-Haze-7fc14fb4-1d70-4bc9-a92a-760342607eb5.jpeg?dpr=2&h=115&fit=fillmax&s=825f90b684df60448a56b4eb1fe1e4aa"
"1776113135-130","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Glitter Bomb","THC 31.98%","$20.00","50% off","add to cart","Trending now","Hybrid flower","by Super Fresh Farms","CBD -","reg $40.00","","","$20.00","50% off","add to cart","reg $40.00","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FIMG_8745-fb604482-8cb1-4eb0-ad2e-f01593adcf39.jpeg?dpr=2&h=115&fit=fillmax&s=65b3025526b11470341e2c2e1c5c7b8d"
"1776113135-131","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Blue Zushi (smalls)","THC 31.2%","$95.00","50% off","add to cart","New","Hybrid flower","by Super Fresh Farms","CBD -","reg $190.00","","","$95.00","50% off","add to cart","reg $190.00","",""
"1776113135-132","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sour Grape single-cut 100mg gummy","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD -","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","",""
"1776113135-133","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","14 Gram Pre-Roll Pack - Hindu Kush","THC 19%","$40.00","20% off","add to cart","New","Preroll","by Sparkiez","CBD -","reg $50.00","","","$40.00","20% off","add to cart","reg $50.00","",""
"1776113135-134","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Extra Nuggy Shake","THC -","$51.00","15% off","add to cart","New","Flower","by Super Fresh Farms","CBD -","reg $60.00","","","$51.00","15% off","add to cart","reg $60.00","",""
"1776113135-135","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Pistachio","THC 24%","$31.50","30% off","add to cart","New","Hybrid flower","by Super Fresh Farms","CBD 0mg","reg $45.00","","","$31.50","30% off","add to cart","reg $45.00","",""
"1776113135-136","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Original Glue 🦍","THC 31.63%","$24.50","30% off","add to cart","New","Hybrid flower","by Super Fresh Farms","CBD -","reg $35.00","","","$24.50","30% off","add to cart","reg $35.00","",""
"1776113135-137","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Candyland 🍭","THC 34.54%","$31.50","30% off","add to cart","New","Sativa flower","by Super Fresh Farms","CBD -","reg $45.00","","","$31.50","30% off","add to cart","reg $45.00","",""
"1776113135-138","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Watermelon","THC -","$28.00","30% off","add to cart","New","Indica flower","","CBD 0mg","reg $40.00","","","$28.00","30% off","add to cart","reg $40.00","",""
"1776113135-139","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","MnM’s","THC -","$35.00","30% off","add to cart","New","Flower","by Super Fresh Farms","CBD 0mg","reg $50.00","","","$35.00","30% off","add to cart","reg $50.00","",""
"1776113135-140","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Ice Cream Kush","THC 18%","$15.00","50% off","add to cart","Trending now","Hybrid flower","by Super Fresh Farms","CBD 0mg","reg $30.00","","","$15.00","50% off","add to cart","reg $30.00","",""
"1776113135-141","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Black Cherry","THC 29.3%","$15.00","50% off","add to cart","Trending now","Hybrid flower","by Super Fresh Farms","CBD -","reg $30.00","","","$15.00","50% off","add to cart","reg $30.00","",""
"1776113135-142","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","London Truffle","THC 23%","$17.50","50% off","add to cart","Trending now","Hybrid flower","by Super Fresh Farms","CBD 0mg","reg $35.00","","","$17.50","50% off","add to cart","reg $35.00","",""
"1776113135-143","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Gumbo (mediums)","THC 34.67%","$25.00","50% off","add to cart","Trending now","Indica flower","by Super Fresh Farms","CBD -","reg $50.00","","","$25.00","50% off","add to cart","reg $50.00","",""
"1776113135-144","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Gelato Cake","THC 29.85%","$100.00","50% off","add to cart","New","Hybrid flower","by Super Fresh Farms","CBD -","reg $200.00","","","$100.00","50% off","add to cart","reg $200.00","",""
"1776113135-145","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","RS11","THC 24%","$100.00","50% off","add to cart","New","Hybrid flower","by Super Fresh Farms","CBD 0mg","reg $200.00","","","$100.00","50% off","add to cart","reg $200.00","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FIMG_5499-57da7550-c6fe-416b-9fbe-d3180ed4a641.jpeg?dpr=2&h=115&fit=fillmax&s=080d0f087e1da90873ea23e6079828f8"
"1776113135-146","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Zuyaki","THC -","$110.00","50% off","add to cart","New","Flower","by Super Fresh Farms","CBD 0mg","reg $220.00","","","$110.00","50% off","add to cart","reg $220.00","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FCopy-of-Untitled--1920-x-1080-px---1600-x-1600-px---1920-x-1080-px---1600-x-1600-px--ac92f403-8332-46e1-b852-8dc40120e7e0.png?dpr=2&h=115&fit=fillmax&s=d3539f3e8f5a866d7eb6aa47214a3c6f"
"1776113135-147","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","WCC Rocket Fuel Hash Gummies 100mg","THC -","$20.00","","add to cart","New","Edible","","CBD 0mg","Buy 1, get 1, 50% off","","","$20.00","","add to cart","Buy 1, get 1, 50% off","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FWCC-Rocket-Fuel-Flavored-Hash-Gummies-10-Pack-6c28c790-be00-44fa-9f2c-d4f745a622b5.png?dpr=2&h=115&fit=fillmax&s=04775cc6f9f9d9390315bdbddd2c19a9"
"1776113135-148","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Cloudberry Solventless Gummies 100mg","THC 100mg","$20.00","","add to cart","New","Edible","","CBD 0mg","Buy 1, get 1, 50% off","","","$20.00","","add to cart","Buy 1, get 1, 50% off","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fproducts%2F000%2F480%2F443%2Favatar%2F1719268466-1705347533-wcc_gummies_cloudberry_mylar.jpg?dpr=2&h=115&fit=fillmax&s=51e4c1af35465e8b99b5ef0599a6b89b"
"1776113135-149","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sour Lemon Gummy - 100mg Single Cut","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD 0mg","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fphotos%2Fproducts%2F000%2F347%2F136%2F349613_froot-sour-2021_Lemon.jpg?dpr=2&h=115&fit=fillmax&s=e8db123766f7996996ce9eff06db5014"
"1776113135-150","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Sour Green Apple Gummy - 100mg Single Cut","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD -","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","",""
"1776113135-151","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Sour Watermelon Gummy - 100mg Single Cut-to-dose","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD -","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","",""
"1776113135-152","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","FROOT Cherry single cut gummies 100mg","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD -","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","",""
"1776113135-153","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Sour Blue Razz Gummy - 100mg Single Cut","THC 100mg","$10.00","","add to cart","New","Edible","by Froot","CBD -","5 for $40.00","","","$10.00","","add to cart","5 for $40.00","",""
"1776113135-154","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Super Silver Haze","THC 21%","$80.00","","add to cart","Trending now","Sativa flower","by Super Fresh Farms","CBD 0mg","4 for $125.00","","","$80.00","","add to cart","4 for $125.00","",""
"1776113135-155","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez- 14 Gram Pre-Roll Pack - Guava","THC 21%","$40.00","20% off","add to cart","New","Preroll","by Sparkiez","CBD -","reg $50.00","","","$40.00","20% off","add to cart","reg $50.00","",""
"1776113135-156","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez - Sativa Single Preroll 1.25g","THC -","$5.60","20% off","add to cart","New","Preroll","by Sparkiez","CBD 0mg","reg $7.00","","","$5.60","20% off","add to cart","reg $7.00","",""
"1776113135-157","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez - hybrid Single Preroll 1.25g","THC -","$5.60","20% off","add to cart","New","Preroll","by Sparkiez","CBD 0mg","reg $7.00","","","$5.60","20% off","add to cart","reg $7.00","",""
"1776113135-158","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez - Indica Single Preroll 1.25g","THC -","$5.60","20% off","add to cart","New","Preroll","","CBD 0mg","reg $7.00","","","$5.60","20% off","add to cart","reg $7.00","",""
"1776113135-159","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez Mini - Hybrid 7 Pack - 3.5g","THC -","$20.00","20% off","add to cart","New","Preroll","by Sparkiez","CBD 0mg","reg $25.00","","","$20.00","20% off","add to cart","reg $25.00","",""
"1776113135-160","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Sparkiez Mini - Sativa 7 Pack - 3.5g","THC -","$20.00","20% off","add to cart","New","Preroll","","CBD 0mg","reg $25.00","","","$20.00","20% off","add to cart","reg $25.00","",""
"1776113135-161","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","14 Gram Pre-Roll Pack - Jack","THC -","$40.00","20% off","add to cart","New","Preroll","by Sparkiez","CBD -","reg $50.00","","","$40.00","20% off","add to cart","reg $50.00","",""
"1776113135-162","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","OG Shake","THC -","$51.00","15% off","add to cart","New","Flower","by Super Fresh Farms","CBD 0mg","reg $60.00","","","$51.00","15% off","add to cart","reg $60.00","",""
"1776113135-163","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","WCC Cereal Milk - Jefferey Infused Joint 5 Pack","THC 25%","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fphotos%2Fproducts%2F000%2F475%2F858%2F4010269_CEREAL-MILK_5-PACK-MINIS.png?dpr=2&h=115&fit=fillmax&s=48d63eaab9972fad8b9663c6e2a824e9"
"1776113135-164","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Lemonade","THC -","$30.00","","add to cart","New","Hybrid flower","by Lemonnade","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FCopy-of-Untitled--1920-x-1080-px---1600-x-1600-px---1920-x-1080-px---1600-x-1600-px--a9120361-24a4-4b23-8df3-6eedf89ee93d.png?dpr=2&h=115&fit=fillmax&s=d080b1b8e129e039ae52d80e21a16123"
"1776113135-165","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Peanut Butter Cup 1g Live Resin Sugar","THC 25%","$20.00","","add to cart","New","Concentrate","","CBD 0mg","","","","$20.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fimages.weedmaps.com%2Fphotos%2Fproducts%2F000%2F420%2F638%2F3297236_3145113_Peanut_Butter_Cup_WCC_Live_Resin_Sugar_box.jpg?dpr=2&h=115&fit=fillmax&s=c51a86082edecc8309a5ec264ae10dc9"
"1776113135-166","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Nightshade Pre-Roll","THC 21%","$10.00","","add to cart","New","Preroll","by Super Fresh Farms","CBD 0mg","","","","$10.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2Fmenu_preroll-f51f6599-6a3d-4385-a83d-b6f6a7fb7d20.JPEG?dpr=2&h=115&fit=fillmax&s=161ac590e5772ef1a0b758c480150bda"
"1776113135-167","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Grape Soda Pre-Roll","THC 28%","$12.00","","add to cart","New","Preroll","by Super Fresh Farms","CBD -","","","","$12.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2Fmenu_preroll-757fe4b8-20e3-4cf6-9811-631401f7bccd.JPEG?dpr=2&h=115&fit=fillmax&s=53f2e0a2f1f386274d32714f8098b625"
"1776113135-168","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Watermelon Infused 1-gram Pre-roll","THC -","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-169","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Orange Tangie Infused 1-gram Pre-roll","THC -","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-170","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Grape Ape Infused 1-gram Pre-roll","THC 18%","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-171","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Blue Razz Dream Infused 1-gram Pre-roll","THC -","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-172","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Cherry Pie Infused 1-gram Pre-roll","THC 16%","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-173","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Lemon Burst 1.2G Jefferey Infused Joint","THC -","$20.00","","add to cart","New","Preroll","","CBD 0mg","","","","$20.00","","add to cart","","",""
"1776113135-174","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Watermelon Zkittlez - 1.2G Jefferey Infused Joint","THC 24%","$20.00","","add to cart","New","Preroll","","CBD 0mg","","","","$20.00","","add to cart","","",""
"1776113135-175","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Froot Pineapple Express Infused 1-gram Pre-roll","THC 20%","$20.00","","add to cart","New","Preroll","by Froot","CBD -","","","","$20.00","","add to cart","","",""
"1776113135-176","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Yuzu Lemon- Jefferey Infused Joint 5 Pack","THC -","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-177","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","WCC Blackberry Kush Jefferey Infused Joint 5 Pack","THC 17%","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-178","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Tangie CUREjoint Minis 6pk","THC 17%","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-179","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Rainbow Sherbet - Top Shelf CUREjoint Minis 6 x .35g","THC 18%","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-180","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","WCC Blue Dream Jefferey Infused 5 Pack","THC 21%","$40.00","","add to cart","New","Preroll","","CBD 0mg","","","","$40.00","","add to cart","","",""
"1776113135-181","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Dabilicious CUREpen Cart 1g","THC -","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2F1g_curepen_dabilicious-WCC-0466d6a8-4752-473a-b6fe-08914ec36293.avif?dpr=2&h=115&fit=fillmax&s=8d197ee901b24106a931752bf79ea955"
"1776113135-182","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Granddaddy Purple 1g CUREpen","THC 17%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FGranddaddy-Purple---WCC-1g-CUREpen-b0376f51-053a-4514-b17a-c7ad8c1378d6.avif?dpr=2&h=115&fit=fillmax&s=0f5dd1346594b7aad59e17d0e550b173"
"1776113135-183","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Blueberry Kush CUREpen Cart- 1g","THC 18%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FBlueberry-Kush-CUREpen-Cartridge---1g-ed4c33d1-cf5c-4358-b5c0-ba42a332146b.avif?dpr=2&h=115&fit=fillmax&s=1cf08091f235d541ef82f7f83276c708"
"1776113135-184","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Blueberry Acai 1G CUREpen Cart","THC -","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2F1756333312-1g_curepen_blueberry_acai-7564f38a-3a36-48b4-9356-6fbc11584e67.png?dpr=2&h=115&fit=fillmax&s=1bef2dd2884fe8ab05b586360fb545e3"
"1776113135-185","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Skywalker OG CUREpen Cartridge - 1g","THC 20%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","","https://leafly-production.imgix.net/https%3A%2F%2Fconnect-files-public.s3.amazonaws.com%2FSkywalker-OG-CUREpen-Cartridge---1g-b4327caa-cd9a-48ec-96e2-781aa2d38843.jpeg?dpr=2&h=115&fit=fillmax&s=e9a825f40c157a67a578fcd5a08b293e"
"1776113135-186","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Blue Dream CUREpen Cart 1g","THC 21%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
"1776113135-187","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Orange Creamsicle CUREpen Cart1g","THC 28%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
"1776113135-188","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Maui Waui CUREpen Cart 1g","THC 19%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
"1776113135-189","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Cereal Milk CUREpen Cart 1g","THC 25%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
"1776113135-190","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Strawberry Lemonade CUREpen Cartridge - 1g","THC 20%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
"1776113135-191","https://www.leafly.com/dispensary-info/redwood-roots/menu?page=2","","Super Lemon Haze CUREpen Cartridge - 1g","THC 19%","$30.00","","add to cart","New","Cartridge","","CBD 0mg","","","","$30.00","","add to cart","","",""
